Activity Name,Sport Type,start_latlng,elev_high,distance,type,total_elevation_gain,elev_low,start_date,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
Longs Peak & Mt. Meeker,Hike,"(40.27397998608649, -105.55750287137926)",14247.703867999999,23311.1,root='Hike',2276.4,2851.2,2022-08-13 09:44:27+00:00,Estes Park,Colorado,US,18.82,14.94,33.76,11801.02,0.78,43.28,14.48,7469,08/13/22
North Table Mountain,MountainBikeRide,"(39.779615, -105.185009)",6545.2758,14946.9,root='Ride',336.2,1718.0,2022-08-12 19:41:02+00:00,Applewood,Colorado,US,3.72,2.21,5.93,6090.88,0.927,6.4,9.29,1103,08/12/22
Boulder,Run,,0.0,13824.3,root='Run',92.4,0.0,2022-08-11 01:20:00+00:00,,,,8.59,0.61,9.2,0.0,1.0,9.2,8.59,303,08/11/22
Louisville,Ride,"(40.00837407074869, -105.25616188533604)",5608.59598,27423.7,root='Ride',196.9,1603.6,2022-08-10 01:12:42+00:00,Boulder,Colorado,US,4.26,1.29,5.55,5434.88,0.944,5.88,17.04,646,08/10/22
Chasm Lake,Hike,"(40.27218785136938, -105.55685956031084)",11799.54106,14548.0,root='Hike',803.1,2799.0,2022-08-07 14:21:08+00:00,Estes Park,Colorado,US,9.04,5.27,14.309999999999999,10491.31,0.837,17.1,9.04,2635,08/07/22
Royal Arch,Hike,"(40.000722566619515, -105.2820051368326)",6981.299436,6631.6,root='Hike',578.1,1715.8,2022-08-06 15:39:18+00:00,Boulder,Colorado,US,4.12,3.79,7.91,6305.28,0.927,8.53,4.12,1897,08/06/22
Flagstaff,Ride,"(40.008390583097935, -105.25620153173804)",7683.72728,22919.8,root='Ride',724.1,1617.7,2022-08-03 01:10:48+00:00,Boulder,Colorado,US,3.56,4.75,8.31,6495.57,0.927,8.96,14.24,2376,08/03/22
Valmont,Ride,"(40.00838555395603, -105.25621234439313)",5972.441136,31291.5,root='Ride',306.3,1574.2,2022-07-30 13:14:03+00:00,Boulder,Colorado,US,4.86,2.01,6.87,5568.57,0.927,7.41,19.44,1005,07/30/22
Betasso Preserve,MountainBikeRide,"(40.015687, -105.34431)",6586.942468,10881.8,root='Ride',245.7,1882.4,2022-07-29 19:26:49+00:00,Boulder,Colorado,US,2.7,1.61,4.3100000000000005,6381.4,0.927,4.65,6.76,806,07/29/22
Sunshine Canyon,Ride,"(40.008379351347685, -105.25624444708228)",7219.160336,41618.3,root='Ride',931.4,1610.8,2022-07-24 23:50:25+00:00,Boulder,Colorado,US,6.47,6.11,12.58,6251.97,0.927,13.57,25.86,3056,07/24/22
Andrew’s Glacier + Taylor + Hallett,Hike,"(40.311634596437216, -105.644621104002)",13154.856064,22631.0,root='Hike',1619.8,2821.5,2022-07-23 11:31:09+00:00,Estes Park,Colorado,US,15.47,10.63,26.1,11205.87,0.809,32.26,14.06,5314,07/23/22
Switzerland Trail,GravelRide,"(40.025303, -105.425316)",9339.895312,37193.0,root='Ride',594.4,2353.5,2022-07-21 01:06:28+00:00,Nederland,Colorado,US,7.7,3.9,11.6,8530.68,0.863,13.44,23.11,1950,07/21/22
Valmont Bike Park,MountainBikeRide,"(40.00834, -105.256208)",5310.3676239999995,22425.2,root='Ride',139.9,1588.5,2022-07-14 00:00:47+00:00,Boulder,Colorado,US,5.57,0.92,6.49,5260.99,0.944,6.88,13.93,459,07/14/22
Lookout Mountain,Ride,"(39.731852151453495, -105.20859659649432)",7495.407064,27619.0,root='Ride',628.3,1781.2,2022-07-13 00:31:22+00:00,Golden,Colorado,US,4.29,4.12,8.41,6669.62,0.907,9.27,17.16,2061,07/13/22
Night Trail Run,TrailRun,,0.0,10219.3,root='Run',302.1,0.0,2022-07-12 01:20:00+00:00,,,,6.35,1.98,8.33,0.0,1.0,8.33,6.35,991,07/12/22
Red Deer Lake - Day 2,Hike,"(40.14169410802424, -105.60860079713166)",10375.984584,11606.7,root='Hike',11.3,2657.3,2022-07-10 14:48:21+00:00,Nederland,Colorado,US,7.93,0.08,8.01,9547.08,0.837,9.57,7.21,37,07/10/22
Red Deer Lake - Day 1,Hike,"(40.12994460761547, -105.52409905940294)",10375.6565,11929.7,root='Hike',517.3,2657.3,2022-07-09 15:55:02+00:00,Nederland,Colorado,US,8.15,3.73,11.88,9546.92,0.837,14.19,7.41,1697,07/09/22
Valmont Bike Park,MountainBikeRide,"(40.009431, -105.258364)",5310.3676239999995,20529.1,root='Ride',191.4,1588.5,2022-07-09 01:48:42+00:00,Boulder,Colorado,US,5.1,1.26,6.359999999999999,5260.99,0.944,6.74,12.76,628,07/09/22
Heil Ranch,MountainBikeRide,"(40.135094, -105.297895)",6792.97922,24064.7,root='Ride',474.0,1738.9,2022-07-08 00:29:25+00:00,Lyons,Colorado,US,5.98,3.11,9.09,6249.02,0.927,9.81,14.95,1555,07/08/22
Valmont,Ride,"(40.008289413526654, -105.25620614178479)",5331.6930839999995,20745.6,root='Ride',93.2,1574.2,2022-07-07 02:00:14+00:00,Boulder,Colorado,US,3.22,0.61,3.83,5248.2,0.944,4.06,12.89,306,07/07/22
Twin Sisters,Hike,"(40.30657737515867, -105.53720978088677)",11377.95312,12172.5,root='Hike',746.5,2723.2,2022-07-04 12:54:02+00:00,Estes Park,Colorado,US,7.56,4.9,12.46,10156.17,0.837,14.89,7.56,2449,07/04/22
Nederland + Ward,Ride,"(40.00835118815303, -105.2562072314322)",9326.771952000001,86270.0,root='Ride',1578.1,1610.8,2022-07-03 15:46:27+00:00,Boulder,Colorado,US,13.4,10.35,23.75,7305.77,0.907,26.19,53.61,5177,07/03/22
Royal Arch,Hike,"(40.000605722889304, -105.28311230242252)",6947.834867999999,6611.4,root='Hike',556.1,1716.9,2022-07-02 22:07:24+00:00,Boulder,Colorado,US,4.11,3.65,7.76,6290.35,0.927,8.37,4.11,1824,07/02/22
Green Mountain,TrailRun,"(40.000188, -105.283082)",7068.897864,8507.2,root='Run',451.7,1722.1,2022-07-01 21:22:26+00:00,Boulder,Colorado,US,5.29,2.96,8.25,6359.42,0.927,8.9,5.29,1482,07/01/22
Flagstaff,Ride,"(40.008562160655856, -105.25678181089461)",7683.72728,25473.6,root='Ride',774.9,1617.8,2022-06-30 23:55:48+00:00,Boulder,Colorado,US,3.96,5.08,9.04,6495.74,0.927,9.75,15.83,2542,06/30/22
Super Betasso,MountainBikeRide,"(40.008315, -105.256233)",6586.942468,34066.3,root='Ride',616.5,1610.8,2022-06-29 00:39:01+00:00,Boulder,Colorado,US,8.47,4.05,12.52,5935.86,0.927,13.51,21.17,2023,06/29/22
Anemone Loop & Red Rocks,Hike,"(40.021682269871235, -105.30026888474822)",6350.721988,7457.7,root='Hike',287.2,1693.7,2022-06-26 18:21:04+00:00,Boulder,Colorado,US,4.63,1.88,6.51,5953.74,0.927,7.02,4.63,942,06/26/22
May's Point,Run,"(39.997704830020666, -105.30902663245797)",6955.708884,4464.0,root='Run',152.9,2058.0,2022-06-26 16:54:46+00:00,Boulder,Colorado,US,2.77,1.0,3.77,6853.84,0.907,4.16,2.77,502,06/26/22
Valmont Bike Park,MountainBikeRide,"(40.008322, -105.256264)",5310.695708,26595.9,root='Ride',127.6,1588.5,2022-06-26 00:56:31+00:00,Boulder,Colorado,US,6.61,0.84,7.45,5261.16,0.944,7.89,16.53,419,06/26/22
1st & 2nd Flatirons,Hike,"(40.00068116001785, -105.27994427829981)",7077.756132,6556.0,root='Hike',615.9,1711.6,2022-06-25 19:51:59+00:00,Boulder,Colorado,US,4.07,4.04,8.11,6346.62,0.927,8.75,4.07,2021,06/25/22
Lafayette,Ride,"(40.00830634497106, -105.25606096722186)",5436.35188,29586.0,root='Ride',160.9,1553.0,2022-06-25 14:41:21+00:00,Boulder,Colorado,US,4.6,1.06,5.66,5265.75,0.944,6.0,18.38,528,06/25/22
Night Trail Run,TrailRun,,0.0,9977.9,root='Run',241.1,0.0,2022-06-23 01:20:00+00:00,,,,6.2,1.58,7.78,0.0,1.0,7.78,6.2,791,06/23/22
Lefthand Canyon,Ride,"(40.13367380015552, -105.28282731771469)",9263.123656,54961.9,root='Ride',1115.3,1707.1,2022-06-22 00:07:06+00:00,Lyons,Colorado,US,8.54,7.32,15.86,7431.92,0.907,17.49,34.15,3659,06/22/22
Lyons + Loveland,Ride,"(40.22355898283422, -105.26822512038052)",5814.304648,100324.0,root='Ride',740.5,1526.7,2022-06-19 13:56:08+00:00,Lyons,Colorado,US,15.58,4.86,20.44,5411.58,0.944,21.65,62.34,2429,06/19/22
Seven Hills,GravelRide,"(40.008396, -105.25621)",6466.53564,21606.8,root='Ride',367.1,1610.8,2022-06-18 20:13:39+00:00,Boulder,Colorado,US,4.48,2.41,6.890000000000001,5875.66,0.927,7.43,13.43,1204,06/18/22
Flagstaff,Ride,"(40.008386224508286, -105.25615618564188)",6858.924104,25564.5,root='Ride',536.0,1610.8,2022-06-17 19:52:03+00:00,Boulder,Colorado,US,3.97,3.52,7.49,6071.85,0.927,8.08,15.89,1759,06/17/22
Gunbarrel,Ride,"(40.00836158171296, -105.2563021145761)",5840.879452,40851.2,root='Ride',404.4,1567.7,2022-06-16 00:54:36+00:00,Boulder,Colorado,US,6.35,2.65,9.0,5492.13,0.944,9.53,25.38,1327,06/16/22
Jamestown + Rowena,Ride,"(40.00830282457173, -105.25622550398111)",7146.981856,56372.0,root='Ride',1052.9,1610.8,2022-06-10 22:37:23+00:00,Boulder,Colorado,US,8.76,6.91,15.67,6215.88,0.927,16.9,35.03,3454,06/10/22
Superior,Ride,"(40.008364766836166, -105.25625660084188)",5673.556611999999,26601.2,root='Ride',188.5,1582.6,2022-06-08 01:15:36+00:00,Boulder,Colorado,US,4.13,1.24,5.37,5432.91,0.944,5.69,16.53,618,06/08/22
Marshall Mesa,MountainBikeRide,"(39.952706, -105.230957)",6229.658992,38632.9,root='Ride',484.4,1683.4,2022-06-05 18:30:31+00:00,Superior,Colorado,US,9.6,3.18,12.78,5876.31,0.927,13.79,24.01,1589,06/05/22
Gunbarrel + Flagstaff Mountain,Ride,"(40.008394438773394, -105.25614051148295)",7057.08684,64445.5,root='Ride',921.8,1567.7,2022-06-04 16:48:46+00:00,Boulder,Colorado,US,10.01,6.05,16.06,6100.23,0.927,17.32,40.04,3024,06/04/22
Rocky Mountain National Park,Hike,"(40.31197741627693, -105.6441654637456)",10090.551504,13705.0,root='Hike',525.0,2374.2,2022-06-02 14:56:19+00:00,Estes Park,Colorado,US,8.52,3.44,11.959999999999999,8939.96,0.863,13.86,8.52,1722,06/02/22
Rifle Falls State Park,Hike,"(39.67393571510911, -107.69977080635726)",6618.766616,3998.4,root='Hike',90.6,1959.6,2022-06-01 01:27:53+00:00,Silt,Colorado,US,2.48,0.59,3.07,6523.95,0.907,3.38,2.48,297,06/01/22
Canyonlands National Park,Hike,"(38.38914653286338, -109.86813370138407)",6296.588128,11198.2,root='Hike',368.8,1729.6,2022-05-31 17:10:47+00:00,Moab,Utah,US,6.96,2.42,9.379999999999999,5985.56,0.927,10.12,6.96,1210,05/31/22
Arches National Park,Hike,"(38.68792542256415, -109.53903906047344)",5308.727204,8768.1,root='Hike',306.4,1314.0,2022-05-30 22:35:34+00:00,Moab,Utah,US,5.45,2.01,7.46,4809.88,0.944,7.9,5.45,1005,05/30/22
Colorado National Monument,Hike,"(39.03194555081427, -108.63106336444616)",5473.425372,7121.9,root='Hike',206.5,1523.0,2022-05-30 15:42:19+00:00,Redlands,Colorado,US,4.43,1.35,5.779999999999999,5235.07,0.944,6.12,4.43,677,05/30/22
Old Spanish Trail - Grand Junction,Hike,"(39.03465935960412, -108.52925417013466)",4909.120892,5849.7,root='Hike',104.9,1423.2,2022-05-30 01:23:10+00:00,Orchard Mesa,Colorado,US,3.63,0.69,4.32,4789.21,0.944,4.58,3.63,344,05/30/22
Black Canyon of the Gunnison,Hike,"(38.55479037389159, -107.68676108680665)",8163.714172000001,5196.9,root='Hike',373.8,2344.2,2022-05-29 20:44:12+00:00,Montrose,Colorado,US,3.23,2.45,5.68,7927.33,0.886,6.41,3.23,1226,05/29/22
Garden of the Gods,Hike,"(38.87622772715986, -104.87022620625794)",6523.95034,12119.9,root='Hike',287.8,1903.8,2022-05-28 18:32:54+00:00,Manitou Springs,Colorado,US,7.53,1.89,9.42,6385.01,0.927,10.16,7.53,944,05/28/22
Meauwataka,Ride,"(44.21764723956585, -85.40830492973328)",1527.23102,54890.5,root='Ride',290.1,391.9,2022-05-24 17:48:14+00:00,Cadillac,Michigan,US,8.53,1.9,10.43,1406.5,0.992,10.51,34.11,952,05/24/22
Lake Cadillac,Run,,0.0,12906.9,root='Run',45.1,0.0,2022-05-24 01:20:00+00:00,,,,8.02,0.3,8.32,0.0,1.0,8.32,8.02,148,05/24/22
Arcadia Dunes,MountainBikeRide,"(44.525974, -86.214404)",1020.997408,23886.0,root='Ride',382.5,194.0,2022-05-23 19:53:31+00:00,Frankfort,Michigan,US,5.94,2.51,8.45,828.74,0.992,8.52,14.84,1255,05/23/22
Cadillac Pathway,MountainBikeRide,"(44.267235, -85.377643)",1449.8031959999998,26112.0,root='Ride',315.7,383.0,2022-05-21 15:43:22+00:00,Cadillac,Michigan,US,6.49,2.07,8.56,1353.18,0.992,8.63,16.23,1036,05/21/22
Olga Lake,GravelRide,"(44.217545, -85.408198)",1431.102408,42310.6,root='Ride',392.4,370.0,2022-05-19 20:42:43+00:00,Cadillac,Michigan,US,8.76,2.57,11.33,1322.51,0.992,11.42,26.29,1287,05/19/22
Both Lakes,Ride,"(44.21740894205868, -85.40839813649654)",1431.102408,32020.1,root='Ride',76.8,392.1,2022-05-16 20:46:11+00:00,Cadillac,Michigan,US,4.97,0.5,5.47,1358.76,0.992,5.51,19.9,252,05/16/22
Dighton,Ride,"(44.21742335893214, -85.40816637687385)",1699.47512,44369.2,root='Ride',560.0,378.0,2022-05-13 14:22:35+00:00,Cadillac,Michigan,US,6.89,3.67,10.559999999999999,1469.82,0.992,10.65,27.57,1837,05/13/22
Cadillac Pathway,MountainBikeRide,"(44.267252, -85.377253)",1449.8031959999998,17850.8,root='Ride',260.2,383.0,2022-05-12 23:07:04+00:00,Cadillac,Michigan,US,4.44,1.71,6.15,1353.18,0.992,6.2,11.09,854,05/12/22
Tustin,GravelRide,"(44.217485, -85.408095)",1479.3307559999998,36974.9,root='Ride',420.3,363.6,2022-05-10 19:55:00+00:00,Cadillac,Michigan,US,7.66,2.76,10.42,1336.12,0.992,10.5,22.98,1379,05/10/22
WPT - Tustin,Ride,"(44.21752218157053, -85.40826796554029)",1431.102408,34885.2,root='Ride',148.3,364.6,2022-05-08 15:33:44+00:00,Cadillac,Michigan,US,5.42,0.97,6.39,1313.65,0.992,6.44,21.68,487,05/08/22
Cadillac Pathway,MountainBikeRide,"(44.26732, -85.377599)",1449.8031959999998,17679.0,root='Ride',255.5,383.0,2022-05-07 14:40:17+00:00,Cadillac,Michigan,US,4.39,1.68,6.069999999999999,1353.18,0.992,6.12,10.99,838,05/07/22
DTE,MountainBikeRide,"(42.373825, -84.078629)",1082.6772,27306.1,root='Ride',315.0,289.3,2022-05-02 19:57:23+00:00,Chelsea,Michigan,US,6.79,2.07,8.86,1015.91,0.992,8.93,16.97,1033,05/02/22
Dexter,Ride,"(42.26902808994055, -83.73976472765207)",1052.8215559999999,45046.9,root='Ride',246.6,237.2,2022-04-24 16:50:42+00:00,Ann Arbor,Michigan,US,7.0,1.62,8.620000000000001,915.52,0.992,8.69,27.99,809,04/24/22
Dexter,Ride,"(42.269000094383955, -83.73990713618696)",982.61158,39831.9,root='Ride',272.4,237.2,2022-03-16 15:41:26+00:00,Ann Arbor,Michigan,US,6.19,1.79,7.98,880.41,0.992,8.04,24.75,894,03/16/22
Indoor - VO2 - MCycling,Ride,,0.0,0.0,root='Ride',0.0,0.0,2022-02-16 14:49:40+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/16/22
Indoor - VO2 - MCycling,Ride,,0.0,0.0,root='Ride',0.0,0.0,2022-02-10 21:13:03+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/10/22
Indoor VO2 - MCycling,Ride,,0.0,0.0,root='Ride',0.0,0.0,2022-02-04 00:18:19+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,02/04/22
45 Min Power Zone Peloton,Ride,,0.0,0.0,root='Ride',0.0,0.0,2022-01-07 16:08:27+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/07/22
45 Min Endurance Peloton,Ride,,0.0,0.0,root='Ride',0.0,0.0,2022-01-03 22:44:26+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,01/03/22
Mack Trail,NordicSki,"(44.21852524392307, -85.4019727371633)",1449.1470279999999,7867.9,root='NordicSki',2.9,438.8,2021-12-30 19:49:07+00:00,Cadillac,Michigan,US,4.89,0.02,4.909999999999999,1444.39,0.992,4.95,4.89,10,12/30/21
Heritage Trail,Hike,"(44.24039404839277, -85.45315297320485)",1295.9318,3783.0,root='Hike',6.0,391.7,2021-12-25 16:55:52+00:00,Cadillac,Michigan,US,2.35,0.04,2.39,1290.52,0.992,2.41,2.35,20,12/25/21
30 Min Endurance Peloton,Ride,,0.0,0.0,root='Ride',0.0,0.0,2021-12-24 20:51:28+00:00,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12/24/21
Dexter,Ride,"(42.269116351380944, -83.73989523388445)",982.9396640000001,37260.2,root='Ride',230.7,237.0,2021-12-15 18:46:28+00:00,Ann Arbor,Michigan,US,5.79,1.51,7.3,880.25,0.992,7.36,23.15,757,12/15/21
Delhi,Ride,"(42.26905214600265, -83.73984997160733)",982.9396640000001,22331.5,root='Ride',151.3,237.0,2021-12-10 16:46:54+00:00,Ann Arbor,Michigan,US,3.47,0.99,4.46,880.25,0.992,4.5,13.88,496,12/10/21
Cadillac Pathway,MountainBikeRide,"(44.267315, -85.377573)",1449.475112,17456.4,root='Ride',258.9,382.2,2021-11-24 20:29:07+00:00,Cadillac,Michigan,US,4.34,1.7,6.04,1351.71,0.992,6.09,10.85,849,11/24/21
Delhi,Ride,"(42.26907662115991, -83.73986933380365)",982.9396640000001,27794.2,root='Ride',227.6,237.0,2021-11-07 20:37:44+00:00,Ann Arbor,Michigan,US,4.32,1.49,5.8100000000000005,880.25,0.992,5.86,17.27,747,11/07/21
MCycling Intro Ride,Ride,"(42.269092, -83.739992)",982.9396640000001,39451.3,root='Ride',293.0,235.9,2021-09-11 13:42:51+00:00,Ann Arbor,Michigan,US,6.13,1.92,8.05,878.44,0.992,8.11,24.51,961,09/11/21
Ann Arbor Loop,Run,,0.0,16141.7,root='Run',128.0,0.0,2021-09-07 01:20:00+00:00,,,,10.03,0.84,10.87,0.0,1.0,10.87,10.03,420,09/07/21
West Ann Arbor,GravelRide,"(42.269066, -83.739856)",1051.8373040000001,30090.9,root='Ride',205.9,251.5,2021-09-01 16:48:56+00:00,Ann Arbor,Michigan,US,6.23,1.35,7.58,938.48,0.992,7.64,18.7,676,09/01/21
Cherry Hill,GravelRide,"(42.268867, -83.740063)",907.15226,30324.5,root='Ride',263.2,227.8,2021-08-30 13:44:40+00:00,Ann Arbor,Michigan,US,6.28,1.73,8.01,827.26,0.992,8.07,18.84,864,08/30/21
Dexter,Ride,"(42.268927, -83.739994)",1051.8373040000001,45784.8,root='Ride',298.1,241.8,2021-08-26 15:14:00+00:00,Ann Arbor,Michigan,US,7.11,1.96,9.07,922.57,0.992,9.14,28.45,978,08/26/21
Cadillac's Greatest Hits,Ride,"(44.217477, -85.408168)",1695.866196,177371.0,root='Ride',1806.9,286.8,2021-08-23 13:06:30+00:00,Cadillac,Michigan,US,27.55,11.86,39.41,1318.41,0.992,39.73,110.21,5928,08/23/21
Thursday Night Sprint Ride - AAVC ,Ride,"(42.309071, -83.757126)",872.3753559999999,39375.5,root='Ride',174.7,242.2,2021-08-19 21:57:50+00:00,Ann Arbor,Michigan,US,6.12,1.15,7.27,833.5,0.992,7.33,24.47,573,08/19/21
Potawatomi,MountainBikeRide,"(42.415467, -83.964147)",1011.482972,29965.8,root='Ride',473.7,269.0,2021-08-17 22:33:19+00:00,Pinckney,Michigan,US,7.45,3.11,10.56,947.01,0.992,10.65,18.62,1554,08/17/21
Gallup Park Pathway,Ride,,0.0,13753.9,root='Ride',0.0,0.0,2021-08-15 16:57:41+00:00,,,,2.14,0.0,2.14,0.0,1.0,2.14,8.55,0,08/15/21
Pleasant Lake,GravelRide,"(42.269043, -83.73985)",1051.8373040000001,107485.0,root='Ride',788.1,247.3,2021-08-14 15:13:41+00:00,Ann Arbor,Michigan,US,22.26,5.17,27.43,931.59,0.992,27.65,66.79,2586,08/14/21
Thursday Night Ride - AAVC,Ride,"(42.313583, -83.76322)",996.3911079999999,65038.4,root='Ride',296.0,243.1,2021-08-12 21:57:38+00:00,Ann Arbor,Michigan,US,10.1,1.94,12.04,896.98,0.992,12.14,40.41,971,08/12/21
Cherry Hill,GravelRide,"(42.26897, -83.7399)",907.15226,31264.1,root='Ride',266.1,227.8,2021-08-10 22:28:28+00:00,Ann Arbor,Michigan,US,6.48,1.75,8.23,827.26,0.992,8.3,19.43,873,08/10/21
Dixboro,Ride,"(42.269104, -83.739955)",1011.8110559999999,33023.4,root='Ride',245.3,230.5,2021-08-07 20:41:36+00:00,Ann Arbor,Michigan,US,5.13,1.61,6.74,884.02,0.992,6.79,20.52,805,08/07/21
Thursday Night Ride - AAVC,Ride,"(42.309143, -83.757046)",996.719192,64295.7,root='Ride',303.9,243.2,2021-07-29 21:58:52+00:00,Ann Arbor,Michigan,US,9.99,1.99,11.98,897.31,0.992,12.08,39.95,997,07/29/21
,GravelRide,"(42.279968, -83.778191)",1026.246752,77906.3,root='Ride',481.8,260.3,2021-07-28 21:55:21+00:00,Ann Arbor,Michigan,US,16.14,3.16,19.3,940.12,0.992,19.46,48.41,1581,07/28/21
Olson Park,MountainBikeRide,"(42.296253, -83.721428)",942.585332,23374.8,root='Ride',289.6,231.8,2021-07-25 20:31:46+00:00,Ann Arbor,Michigan,US,5.81,1.9,7.709999999999999,851.54,0.992,7.77,14.52,950,07/25/21
Chelsea North,Ride,"(42.296157, -83.721836)",1029.199508,76341.4,root='Ride',493.4,235.5,2021-07-24 19:28:05+00:00,Ann Arbor,Michigan,US,11.86,3.24,15.1,900.92,0.992,15.22,47.44,1619,07/24/21
Thursday Night Ride - AAVC,Ride,,0.0,62142.4,root='Ride',0.0,0.0,2021-07-22 22:01:51+00:00,,,,9.65,0.0,9.65,0.0,1.0,9.65,38.61,0,07/22/21
West Ann Arbor,GravelRide,"(42.233352, -83.75093)",1026.246752,50964.0,root='Ride',320.2,259.7,2021-07-20 21:27:10+00:00,Ann Arbor,Michigan,US,10.56,2.1,12.66,939.14,0.992,12.76,31.67,1051,07/20/21
Whitmore Lake,Ride,"(42.2964, -83.721539)",980.9711599999999,28200.0,root='Ride',201.0,239.0,2021-07-17 16:47:50+00:00,Ann Arbor,Michigan,US,4.38,1.32,5.7,882.55,0.992,5.75,17.52,659,07/17/21
Thursday Night Sprint Ride - AAVC ,Ride,"(42.30906, -83.757161)",930.7743079999999,48456.8,root='Ride',264.9,243.2,2021-07-15 21:58:53+00:00,Ann Arbor,Michigan,US,7.53,1.74,9.27,864.34,0.992,9.34,30.11,869,07/15/21
DTE,MountainBikeRide,"(42.373803, -84.078713)",1097.44098,33728.1,root='Ride',422.3,289.1,2021-07-14 21:52:54+00:00,Chelsea,Michigan,US,8.38,2.77,11.15,1022.97,0.992,11.24,20.96,1385,07/14/21
Dirt (Mud) Hammer,GravelRide,"(42.296268, -83.721508)",977.69032,48177.2,root='Ride',411.1,235.5,2021-07-11 20:42:49+00:00,Ann Arbor,Michigan,US,9.98,2.7,12.68,875.16,0.992,12.78,29.94,1349,07/11/21
Thursday Night Ride - AAVC,Ride,"(42.309037, -83.757243)",898.293992,33840.1,root='Ride',174.9,241.9,2021-07-08 21:58:14+00:00,Ann Arbor,Michigan,US,5.26,1.15,6.41,845.96,0.992,6.46,21.03,574,07/08/21
Thursday Night Ride - AAVC,Ride,"(42.309004, -83.757076)",996.719192,70056.1,root='Ride',373.3,235.5,2021-07-01 21:56:35+00:00,Ann Arbor,Michigan,US,10.88,2.45,13.330000000000002,884.68,0.992,13.44,43.53,1225,07/01/21
Emery,GravelRide,"(42.296297, -83.721401)",984.580084,34476.1,root='Ride',259.0,247.7,2021-06-30 22:26:05+00:00,Ann Arbor,Michigan,US,7.14,1.7,8.84,898.62,0.992,8.91,21.42,850,06/30/21
Thursday Night Ride - AAVC,Ride,,0.0,70966.1,root='Ride',0.0,0.0,2021-06-24 21:47:19+00:00,,,,11.02,0.0,11.02,0.0,1.0,11.02,44.1,0,06/24/21
Tuesday Gravel Hills - AAVC,GravelRide,"(42.285672, -83.839843)",1024.2782479999998,59513.7,root='Ride',394.7,265.6,2021-06-22 22:01:25+00:00,Dexter,Michigan,US,12.33,2.59,14.92,947.83,0.992,15.04,36.98,1295,06/22/21
Around Ann Arbor,Ride,"(42.29625, -83.721512)",937.664072,28865.7,root='Ride',200.9,225.2,2021-06-20 20:43:08+00:00,Ann Arbor,Michigan,US,4.48,1.32,5.800000000000001,838.25,0.992,5.85,17.94,659,06/20/21
Hamburg,Ride,"(42.296169, -83.721584)",985.236252,58368.7,root='Ride',375.2,235.5,2021-06-19 20:03:15+00:00,Ann Arbor,Michigan,US,9.07,2.46,11.530000000000001,878.94,0.992,11.62,36.27,1231,06/19/21
Thursday Night Ride - AAVC ,Ride,"(42.308977, -83.757134)",996.719192,64280.6,root='Ride',306.2,243.2,2021-06-17 21:55:16+00:00,Ann Arbor,Michigan,US,9.99,2.01,12.0,897.31,0.992,12.1,39.94,1005,06/17/21
DTE,MountainBikeRide,"(42.373787, -84.078732)",1097.44098,35615.3,root='Ride',421.9,289.1,2021-06-15 21:54:05+00:00,Chelsea,Michigan,US,8.85,2.77,11.62,1022.97,0.992,11.71,22.13,1384,06/15/21
Grass Lake,GravelRide,"(42.297382, -83.76729)",1111.8766759999999,137266.0,root='Ride',1011.0,245.8,2021-06-12 14:31:16+00:00,Ann Arbor,Michigan,US,28.43,6.63,35.06,959.15,0.992,35.34,85.29,3317,06/12/21
Thursday Night Ride - AAVC,Ride,"(42.337846, -83.894687)",958.00528,66039.4,root='Ride',293.9,240.8,2021-06-10 22:32:26+00:00,Dexter,Michigan,US,10.26,1.93,12.19,874.02,0.992,12.29,41.03,964,06/10/21
Tuesday Gravel Hills - AAVC,GravelRide,"(42.285814, -83.839861)",1024.2782479999998,54819.6,root='Ride',351.0,265.6,2021-06-08 22:01:50+00:00,Dexter,Michigan,US,11.35,2.3,13.649999999999999,947.83,0.992,13.76,34.06,1152,06/08/21
Emery,GravelRide,"(42.296379, -83.721313)",984.580084,23340.5,root='Ride',151.2,247.7,2021-06-07 22:15:01+00:00,Ann Arbor,Michigan,US,4.83,0.99,5.82,898.62,0.992,5.87,14.5,496,06/07/21
Thursday Night Ride - AAVC,Ride,"(42.297502, -83.766119)",996.719192,65305.6,root='Ride',344.4,244.8,2021-06-03 22:01:22+00:00,Ann Arbor,Michigan,US,10.14,2.26,12.4,899.93,0.992,12.5,40.58,1130,06/03/21
Tuesday Gravel Hills - AAVC,GravelRide,"(42.285623, -83.839766)",1024.2782479999998,49939.8,root='Ride',299.8,265.6,2021-06-01 21:58:47+00:00,Dexter,Michigan,US,10.34,1.97,12.31,947.83,0.992,12.41,31.03,984,06/01/21
